Date,Open,High,Low,Close,Volume,Adj Close
8/26/2010,19.889999,20.27,19.6,19.75,433800,19.75
8/27/2010,19.75,19.870001,19.5,19.700001,379600,19.700001
8/30/2010,19.700001,20.190001,19.610001,19.870001,732800,19.870001
8/31/2010,19.66,19.790001,19.33,19.48,201100,19.48
9/1/2010,19.620001,20.690001,19.6,20.450001,494900,20.450001
9/2/2010,20.370001,21.24,20.309999,21.059999,487100,21.059999
9/3/2010,20.870001,21.299999,20.66,21.049999,434600,21.049999
9/7/2010,20.610001,21,20.5,20.540001,243400,20.540001
9/8/2010,20.66,20.950001,20.6,20.9,288400,20.9
9/9/2010,21,21.049999,20.690001,20.709999,376200,20.709999
9/10/2010,20.75,20.93,19.76,20.17,386600,20.17
9/13/2010,20.889999,20.9,20.5,20.719999,360800,20.719999
9/14/2010,20.540001,21.6,20.530001,21.120001,654700,21.120001
9/15/2010,20.98,22,20.790001,21.98,684600,21.98
9/16/2010,22.15,23.16,20.84,20.940001,2684500,20.940001
9/17/2010,21.02,21.32,19.799999,20.23,1198500,20.23
9/20/2010,20.67,21.35,20.16,21.059999,947500,21.059999
9/21/2010,20.889999,21.549999,20.67,20.77,796000,20.77
9/22/2010,20.870001,20.950001,19.799999,19.870001,962900,19.870001
9/23/2010,19.889999,20.139999,19.5,19.559999,668100,19.559999
9/24/2010,19.950001,20.190001,19.65,20.1,578900,20.1
9/27/2010,20.4,20.809999,20.049999,20.530001,418600,20.530001
9/28/2010,21.040001,21.49,20.76,21.4,1214500,21.4
9/29/2010,21.190001,22.030001,21.129999,21.98,1969300,21.98
9/30/2010,22,22.15,20.190001,20.41,2195800,20.41
10/1/2010,20.690001,20.75,20.309999,20.6,597700,20.6
10/4/2010,20.43,21.17,20.299999,20.99,643600,20.99
10/5/2010,21.15,21.280001,21.01,21.120001,332000,21.120001
10/6/2010,21.059999,21.26,20.32,20.459999,313400,20.459999
10/7/2010,20.57,20.639999,20.34,20.43,141000,20.43
10/8/2010,20.43,20.790001,20.389999,20.43,267800,20.43
10/11/2010,20.440001,20.700001,20.07,20.24,171200,20.24
10/12/2010,20.200001,20.280001,20.030001,20.24,244000,20.24
10/13/2010,20.639999,20.85,20.360001,20.540001,318200,20.540001
10/14/2010,21,21.030001,20.4,20.75,294800,20.75
10/15/2010,20.889999,20.9,20.25,20.540001,284700,20.540001
10/18/2010,20.52,20.639999,20.219999,20.23,162800,20.23
10/19/2010,20.200001,20.41,20,20.049999,245200,20.049999
10/20/2010,20.16,20.690001,20.040001,20.65,312500,20.65
10/21/2010,20.610001,20.950001,20.450001,20.75,417100,20.75
10/22/2010,20.68,20.93,20.549999,20.719999,161100,20.719999
10/25/2010,20.940001,20.98,20.73,20.85,118500,20.85
10/26/2010,20.799999,21.870001,20.51,21.360001,660900,21.360001
10/27/2010,21.25,21.379999,20.65,21,356500,21
10/28/2010,21.389999,21.5,20.959999,21.190001,224200,21.190001
10/29/2010,21.139999,21.85,21.049999,21.84,280600,21.84
11/1/2010,21.940001,22.75,21.309999,21.41,455800,21.41
11/2/2010,21.68,21.879999,21.049999,21.25,322500,21.25
11/3/2010,21.280001,22.5,21.16,21.77,372600,21.77
11/4/2010,22.6,25.33,22.15,24.9,1874000,24.9
11/5/2010,24.870001,24.969999,23.719999,24.440001,1011000,24.440001
11/8/2010,24.5,25,24.030001,24.98,509500,24.98
11/9/2010,25,25.690001,24.049999,24.629999,956400,24.629999
11/10/2010,24.48,29.969999,24.049999,29.360001,3060500,29.360001
11/11/2010,28.6,29.1,27.33,28.040001,1945300,28.040001
11/12/2010,28.25,30.5,28.07,29.84,2729100,29.84
11/15/2010,30.219999,32.939999,30.219999,30.799999,2622900,30.799999
11/16/2010,31,31.4,28.42,29.67,1347600,29.67
11/17/2010,30.200001,30.75,28.610001,29.49,750000,29.49
11/18/2010,30.67,30.74,28.92,29.889999,956100,29.889999
11/19/2010,30.16,31.370001,29.700001,30.99,1150500,30.99
11/22/2010,31.57,33.450001,31.5,33.400002,1529700,33.400002
11/23/2010,33.290001,35.68,32.189999,34.57,1577800,34.57
11/24/2010,35.27,35.970001,34.330002,35.470001,1425000,35.470001
11/26/2010,35.599998,36,34.75,35.32,350600,35.32
11/29/2010,35.41,35.950001,33.330002,34.330002,1145600,34.330002
11/30/2010,33.740002,35.330002,33.41,35.330002,2222600,35.330002
12/1/2010,35.869999,36.419998,33.450001,34.349998,1299200,34.349998
12/2/2010,34.009998,34.299999,31.200001,32.349998,2007000,32.349998
12/3/2010,32.009998,32.25,30.870001,31.49,1160100,31.49
12/6/2010,31.35,31.450001,29.559999,30.309999,1274400,30.309999
12/7/2010,30.49,32.400002,30.049999,31.559999,1311300,31.559999
12/8/2010,32.48,32.490002,31.52,32.369999,660000,32.369999
12/9/2010,32.509998,32.720001,31.65,32.049999,406000,32.049999
12/10/2010,32.049999,32.919998,31.129999,31.52,429400,31.52
12/13/2010,31.639999,31.77,30.4,30.549999,410400,30.549999
12/14/2010,30.290001,30.389999,27.76,28.530001,1765700,28.530001
12/15/2010,28.67,29.969999,28.530001,29.6,742900,29.6
12/16/2010,30,30.91,29.65,30.809999,790100,30.809999
12/17/2010,31.34,31.540001,30.709999,31.360001,813000,31.360001
12/20/2010,31.639999,32.189999,31.26,31.700001,523400,31.700001
12/21/2010,31.799999,32.689999,31.709999,32.259998,777700,32.259998
12/22/2010,32.25,32.860001,31.700001,32.630001,833300,32.630001
12/23/2010,31.26,32.48,29.92,30.09,1552600,30.09
12/27/2010,28.02,28.58,25.059999,25.549999,9301900,25.549999
12/28/2010,25.85,26.75,25,26.41,4056300,26.41
12/29/2010,27.030001,28.01,26.5,27.73,3319200,27.73
12/30/2010,27.700001,27.9,26.379999,26.5,2041100,26.5
12/31/2010,26.57,27.25,26.5,26.629999,1417900,26.629999
1/3/2011,26.84,27,25.9,26.620001,1283000,26.620001
1/4/2011,26.66,26.950001,26.02,26.67,1187400,26.67
1/5/2011,26.48,26.9,26.190001,26.83,1446700,26.83
1/6/2011,26.83,28,26.809999,27.879999,2061200,27.879999
1/7/2011,28,28.58,27.9,28.24,2247900,28.24
1/10/2011,28.17,28.68,28.049999,28.450001,1342700,28.450001
1/11/2011,28.59,28.709999,26.92,26.959999,1710200,26.959999
1/12/2011,27.01,27.4,26.52,26.959999,964400,26.959999
1/13/2011,26.959999,26.969999,26.16,26.219999,723600,26.219999
1/14/2011,26.15,26.58,25.610001,25.75,1192000,25.75
1/18/2011,25.48,25.639999,24.75,25.639999,1621700,25.639999
1/19/2011,25.27,25.469999,23.75,24.030001,2371500,24.030001
1/20/2011,24.030001,24.450001,22.370001,22.620001,2279900,22.620001
1/21/2011,23.120001,23.59,22.709999,23.040001,1217000,23.040001
1/24/2011,23.530001,24.809999,23.23,24.49,1645100,24.49
1/25/2011,24.65,24.889999,24.02,24.68,1271500,24.68
1/26/2011,24.709999,24.879999,24.1,24.75,1079900,24.75
1/27/2011,24.74,25.08,24.530001,24.92,895700,24.92
1/28/2011,24.879999,24.879999,23.75,24.01,1048400,24.01
1/31/2011,24.049999,24.120001,23.5,24.1,830300,24.1
2/1/2011,24.309999,24.73,23.540001,23.91,707800,23.91
2/2/2011,24.16,24.18,23.67,23.940001,569500,23.940001
2/3/2011,23.82,23.9,23.15,23.629999,512000,23.629999
2/4/2011,23.440001,23.67,23.219999,23.459999,544000,23.459999
2/7/2011,23.26,23.26,22.879999,23.07,895100,23.07
2/8/2011,23.780001,25.25,23,24.49,3504900,24.49
2/9/2011,24.129999,24.18,22.790001,23.209999,2635600,23.209999
2/10/2011,23.26,23.639999,22.809999,23.219999,836100,23.219999
2/11/2011,23.25,23.75,22.940001,23.25,634500,23.25
2/14/2011,23.639999,24.139999,23.049999,23.08,1283100,23.08
2/15/2011,23.01,23.17,22.559999,22.84,953700,22.84
2/16/2011,23.1,24.969999,23.07,24.73,4115100,24.73
2/17/2011,24.629999,25.49,23.549999,23.6,2618400,23.6
2/18/2011,23.33,23.49,22.959999,23.18,2370700,23.18
2/22/2011,22.879999,23,21.780001,21.870001,2064600,21.870001
2/23/2011,22.18,22.5,21.110001,21.83,1605600,21.83
2/24/2011,21.780001,22.58,21.5,22.530001,1055300,22.530001
2/25/2011,22.809999,23.85,22.690001,23.610001,1346300,23.610001
2/28/2011,23.74,24.1,23.5,23.889999,1051200,23.889999
3/1/2011,24.049999,24.32,23.700001,23.940001,1106400,23.940001
3/2/2011,23.82,24.280001,23.73,24.02,663300,24.02
3/3/2011,24.48,24.790001,24.059999,24.360001,640200,24.360001
3/4/2011,24.48,24.99,23.780001,24.950001,1580100,24.950001
3/7/2011,24.93,25.4,24.700001,24.940001,2033600,24.940001
3/8/2011,24.6,24.959999,24,24.66,1399900,24.66
3/9/2011,24.66,24.99,24.27,24.719999,924800,24.719999
3/10/2011,24.440001,24.49,23.73,24.01,1017000,24.01
3/11/2011,23.85,24.25,23.530001,24.07,930800,24.07
3/14/2011,23.82,24,23.200001,23.25,1166000,23.25
3/15/2011,22.200001,22.959999,21.799999,22.950001,1318800,22.950001
3/16/2011,22.860001,23.25,22.690001,22.82,1169700,22.82
3/17/2011,23.24,23.43,22.639999,22.809999,922600,22.809999
3/18/2011,23.190001,23.190001,22.51,22.959999,687900,22.959999
3/21/2011,23.049999,23.049999,22.540001,22.73,411700,22.73
3/22/2011,22.73,22.860001,22,22.190001,582900,22.190001
3/23/2011,22.110001,22.27,21.77,22.209999,422800,22.209999
3/24/2011,22.139999,22.379999,21.98,22.33,462200,22.33
3/25/2011,22.43,23,22.4,22.75,568000,22.75
3/28/2011,22.700001,23.540001,22.549999,23.25,1058100,23.25
3/29/2011,23.299999,24,23.209999,23.92,755400,23.92
3/30/2011,24.110001,24.49,23.01,23.709999,1223300,23.709999
3/31/2011,26.549999,28.709999,26.5,27.75,11517800,27.75
4/1/2011,27.450001,28.18,26.57,26.66,2864800,26.66
4/4/2011,26.83,27,25.23,25.83,2609300,25.83
4/5/2011,25.9,27,25.690001,26.700001,3180900,26.700001
4/6/2011,26.99,27.01,25.799999,26.49,1288300,26.49
4/7/2011,26.85,27.940001,26.450001,27.24,2810300,27.24
4/8/2011,27.58,27.6,26.360001,26.49,1946400,26.49
4/11/2011,26.469999,26.530001,25.02,25.27,1369400,25.27
4/12/2011,25.08,25.209999,24.299999,24.65,1357400,24.65
4/13/2011,25.129999,25.690001,24.809999,24.93,1211500,24.93
4/14/2011,24.870001,25.280001,24.200001,25.139999,983400,25.139999
4/15/2011,25.65,26.18,25.41,25.58,943500,25.58
4/18/2011,25.129999,25.620001,24.360001,25.030001,1033900,25.030001
4/19/2011,25.26,25.26,24.65,25.16,548700,25.16
4/20/2011,25.700001,26.09,25.299999,25.75,837200,25.75
4/21/2011,25.85,26.98,25.59,26.74,1386100,26.74
4/25/2011,26.700001,26.73,25.969999,26.389999,800900,26.389999
4/26/2011,26.66,27.25,26.309999,26.93,1400000,26.93
4/27/2011,26.93,27.360001,26.629999,27.08,996900,27.08
4/28/2011,27.07,27.690001,26.719999,27.66,1600000,27.66
4/29/2011,27.690001,27.870001,27.42,27.6,726000,27.6
5/2/2011,27.6,27.799999,27.059999,27.450001,784600,27.450001
5/3/2011,27.379999,27.389999,26.5,26.870001,913900,26.870001
5/4/2011,26.780001,27,25.75,26.690001,1044500,26.690001
5/5/2011,27.200001,27.440001,26.17,26.440001,1218500,26.440001
5/6/2011,26.9,27.700001,26.620001,27.120001,981700,27.120001
5/9/2011,27,28,26.85,27.91,916400,27.91
5/10/2011,28.24,28.950001,27.91,28.33,1535300,28.33
5/11/2011,28.200001,28.299999,26.92,27.07,962500,27.07
5/12/2011,27.07,27.74,26.65,27.67,628000,27.67
5/13/2011,28,28.190001,27.299999,27.549999,661500,27.549999
5/16/2011,27.99,27.99,26.549999,26.6,755700,26.6
5/17/2011,27,27,25.719999,25.959999,1234200,25.959999
5/18/2011,26.1,26.469999,25.52,26.35,729500,26.35
5/19/2011,27.030001,28.440001,26.6,28.200001,2655100,28.200001
5/20/2011,28.26,28.280001,27.35,27.969999,842500,27.969999
5/23/2011,27.620001,27.620001,26.620001,26.82,863600,26.82
5/24/2011,27.02,27.5,26.6,26.719999,613700,26.719999
5/25/2011,26.9,29.01,26.17,28.98,4693100,28.98
5/26/2011,28.82,29.76,28.1,29.48,3336900,29.48
5/27/2011,29.540001,29.67,28.82,29.549999,1687100,29.549999
5/31/2011,29.690001,30.280001,29.549999,30.139999,3290500,30.139999
6/1/2011,30,30.1,28.379999,28.52,1529900,28.52
6/2/2011,28.52,29.32,28.51,28.76,986300,28.76
6/3/2011,29.950001,31.5,29.5,30.129999,6209200,30.129999
6/6/2011,30.1,30.129999,28.26,28.700001,2331100,28.700001
6/7/2011,28.940001,29.389999,28.26,28.370001,1222100,28.370001
6/8/2011,28.440001,28.6,27.02,27.120001,1695900,27.120001
6/9/2011,27.43,28.1,27.1,27.620001,1603200,27.620001
6/10/2011,27.52,28.299999,27.35,27.860001,1566600,27.860001
6/13/2011,28.07,28.879999,27.879999,28.43,1713400,28.43
6/14/2011,28.540001,29.700001,28.52,28.6,1573400,28.6
6/15/2011,28.440001,28.450001,27.07,27.32,1345000,27.32
6/16/2011,27.67,28,25.74,26.5,1842200,26.5
6/17/2011,26.870001,27.700001,26.139999,26.5,1714000,26.5
6/20/2011,26.290001,26.459999,25.5,26.01,1537800,26.01
6/21/2011,26.24,27.73,26,27.530001,1496000,27.530001
6/22/2011,27.370001,28.25,27.1,27.209999,1475600,27.209999
6/23/2011,27.200001,27.719999,26.209999,27.709999,1170000,27.709999
6/24/2011,27.639999,27.969999,27.26,27.57,3608500,27.57
6/27/2011,27.73,28.280001,27.309999,27.459999,1809400,27.459999
6/28/2011,27.790001,28.25,27.67,28.110001,889200,28.110001
6/29/2011,28.5,29.09,28.07,28.290001,1461800,28.290001
6/30/2011,28.5,29.33,28.4,29.129999,946700,29.129999
